subordinate	train	catch.n.03
subordinate	train	centrist.n.01
subordinate	train	character.n.05
subordinate	train	conservative.n.01
subordinate	train	capitalist.n.01
subordinate	train	conformist.n.01
subordinate	train	fuddy-duddy.n.01
subordinate	train	hardliner.n.01
subordinate	train	minimalist.n.01
subordinate	train	mossback.n.01
subordinate	train	neoconservative.n.01
subordinate	train	reactionary.n.01
subordinate	train	bourbon.n.01
subordinate	train	colonel_blimp.n.01
subordinate	train	rightist.n.01
subordinate	train	fascist.n.01
subordinate	train	blackshirt.n.01
subordinate	train	falangist.n.01
subordinate	train	fascista.n.01
subordinate	train	nazi.n.01
subordinate	train	brownshirt.n.01
subordinate	train	storm_trooper.n.01
subordinate	train	monarchist.n.01
subordinate	train	cavalier.n.02
subordinate	train	orleanist.n.01
subordinate	train	tory.n.03
subordinate	train	square.n.06
subordinate	train	traditionalist.n.01
subordinate	train	rip_van_winkle.n.01
subordinate	train	dolichocephalic.n.01
subordinate	train	elder.n.01
subordinate	train	dean.n.03
subordinate	train	doyenne.n.01
subordinate	train	ex-spouse.n.01
subordinate	train	host.n.01
subordinate	train	hostess.n.01
subordinate	train	important_person.n.01
subordinate	train	big_shot.n.01
subordinate	train	knocker.n.01
subordinate	train	supremo.n.01
subordinate	train	celebrity.n.01
subordinate	train	immortal.n.01
subordinate	train	lion.n.02
subordinate	train	luminary.n.01
subordinate	train	personality.n.02
subordinate	train	toast.n.02
subordinate	train	colossus.n.02
subordinate	train	elder_statesman.n.01
subordinate	train	eminence_grise.n.01
subordinate	train	excellency.n.01
subordinate	train	fixer.n.01
subordinate	train	heavy_hitter.n.01
subordinate	train	hierarch.n.01
subordinate	train	high-muck-a-muck.n.01
subordinate	train	kingmaker.n.02
subordinate	train	kingpin.n.01
subordinate	train	magnifico.n.01
subordinate	train	name.n.04
subordinate	train	nepotist.n.01
subordinate	train	policy_maker.n.01
subordinate	train	power_broker.n.01
subordinate	train	sacred_cow.n.01
subordinate	train	sirdar.n.01
subordinate	train	socialite.n.01
subordinate	train	sun.n.03
subordinate	train	very_important_person.n.01
subordinate	train	worthy.n.01
subordinate	train	jack_of_all_trades.n.01
subordinate	train	liberal.n.01
subordinate	train	armchair_liberal.n.01
subordinate	train	latitudinarian.n.01
subordinate	train	neoliberal.n.01
subordinate	train	pluralist.n.03
subordinate	train	whig.n.01
subordinate	train	liberal.n.02
subordinate	train	man.n.01
subordinate	train	adonis.n.01
subordinate	train	babu.n.01
subordinate	train	bachelor.n.01
subordinate	train	bey.n.01
subordinate	train	black_man.n.01
subordinate	train	boy.n.04
subordinate	train	soul_brother.n.01
subordinate	train	boy.n.02
subordinate	train	broth_of_a_boy.n.01
subordinate	train	one_of_the_boys.n.01
subordinate	train	boyfriend.n.01
subordinate	train	bull.n.02
subordinate	train	dandy.n.01
subordinate	train	coxcomb.n.01
subordinate	train	macaroni.n.01
subordinate	train	ejaculator.n.01
subordinate	train	esquire.n.02
subordinate	train	eunuch.n.01
subordinate	train	ex-boyfriend.n.01
subordinate	train	ex-husband.n.01
subordinate	train	father_figure.n.01
subordinate	train	foster-father.n.01
subordinate	train	stepfather.n.01
subordinate	train	father-figure.n.01
subordinate	train	fellow.n.06
subordinate	train	galoot.n.01
subordinate	train	geezer.n.01
subordinate	train	gentleman.n.01
subordinate	train	don.n.01
subordinate	train	gent.n.01
subordinate	train	gentleman-at-arms.n.01
subordinate	train	grass_widower.n.01
subordinate	train	guy.n.01
subordinate	train	sod.n.04
subordinate	train	herr.n.01
subordinate	train	hooray_henry.n.01
subordinate	train	housefather.n.01
subordinate	train	hunk.n.01
subordinate	train	inamorato.n.01
subordinate	train	iron_man.n.01
subordinate	train	ironside.n.01
subordinate	train	middle-aged_man.n.01
subordinate	train	dirty_old_man.n.01
subordinate	train	monsieur.n.01
subordinate	train	old_boy.n.01
subordinate	train	old_man.n.01
subordinate	train	codger.n.01
subordinate	train	old-timer.n.02
subordinate	train	patriarch.n.04
subordinate	train	patriarch.n.02
subordinate	train	peter_pan.n.01
subordinate	train	ponce.n.01
subordinate	train	posseman.n.01
subordinate	train	senhor.n.01
subordinate	train	shaver.n.01
subordinate	train	signor.n.01
subordinate	train	signore.n.01
subordinate	train	sir.n.01
subordinate	train	stiff.n.01
subordinate	train	stud.n.01
subordinate	train	tarzan.n.01
subordinate	train	white_man.n.01
subordinate	train	good_old_boy.n.01
subordinate	train	squaw_man.n.01
subordinate	train	widower.n.01
subordinate	train	womanizer.n.01
subordinate	train	casanova.n.02
subordinate	train	don_juan.n.02
subordinate	train	lothario.n.01
subordinate	train	wolf.n.04
subordinate	train	wonder_boy.n.01
subordinate	train	yellow_man.n.01
subordinate	train	young_buck.n.01
subordinate	train	militarist.n.01
subordinate	train	hawk.n.02
subordinate	train	oldster.n.01
subordinate	train	ancient.n.01
subordinate	train	centenarian.n.01
subordinate	train	curmudgeon.n.01
subordinate	train	dodderer.n.01
subordinate	train	dodo.n.01
subordinate	train	dotard.n.01
subordinate	train	has-been.n.01
subordinate	train	nonagenarian.n.01
subordinate	train	octogenarian.n.01
subordinate	train	old_boy.n.02
subordinate	train	old_man.n.01
subordinate	train	codger.n.01
subordinate	train	old-timer.n.02
subordinate	train	patriarch.n.04
subordinate	train	old_woman.n.01
subordinate	train	beldam.n.02
subordinate	train	granny.n.02
subordinate	train	hag.n.01
subordinate	train	mother.n.03
subordinate	train	septuagenarian.n.01
subordinate	train	sexagenarian.n.01
subordinate	train	pacifist.n.01
subordinate	train	dove.n.02
subordinate	train	patrician.n.01
subordinate	train	pledgee.n.01
subordinate	train	pawnbroker.n.01
subordinate	train	pledger.n.01
subordinate	train	professional.n.01
subordinate	train	careerist.n.01
subordinate	train	career_girl.n.01
subordinate	train	career_man.n.01
subordinate	train	craftsman.n.01
subordinate	train	critic.n.01
subordinate	train	art_critic.n.01
subordinate	train	drama_critic.n.01
subordinate	train	literary_critic.n.01
subordinate	train	music_critic.n.01
subordinate	train	newspaper_critic.n.01
subordinate	train	educator.n.01
subordinate	train	academician.n.03
subordinate	train	professor.n.01
subordinate	train	assistant_professor.n.01
subordinate	train	associate_professor.n.01
subordinate	train	full_professor.n.01
subordinate	train	regius_professor.n.01
subordinate	train	visiting_professor.n.01
subordinate	train	lector.n.02
subordinate	train	principal.n.02
subordinate	train	chancellor.n.03
subordinate	train	headmaster.n.01
subordinate	train	housemaster.n.01
subordinate	train	headmistress.n.01
subordinate	train	schoolmaster.n.02
subordinate	train	teacher.n.01
subordinate	train	art_teacher.n.01
subordinate	train	bahai.n.01
subordinate	train	catechist.n.01
subordinate	train	coach.n.02
subordinate	train	crammer.n.02
subordinate	train	dancing-master.n.01
subordinate	train	demonstrator.n.01
subordinate	train	docent.n.01
subordinate	train	english_teacher.n.01
subordinate	train	french_teacher.n.01
subordinate	train	governess.n.01
subordinate	train	instructress.n.01
subordinate	train	math_teacher.n.01
subordinate	train	geometry_teacher.n.01
subordinate	train	missionary.n.01
subordinate	train	cyril.n.01
subordinate	train	music_teacher.n.01
subordinate	train	piano_teacher.n.01
subordinate	train	preceptor.n.01
subordinate	train	reading_teacher.n.01
subordinate	train	riding_master.n.01
subordinate	train	schoolteacher.n.01
subordinate	train	games-master.n.01
subordinate	train	schoolmarm.n.01
subordinate	train	science_teacher.n.01
subordinate	train	section_man.n.01
subordinate	train	teaching_fellow.n.01
subordinate	train	health_professional.n.01
subordinate	train	bonesetter.n.01
subordinate	train	electrologist.n.01
subordinate	train	medical_assistant.n.01
subordinate	train	medical_practitioner.n.01
subordinate	train	dentist.n.01
subordinate	train	dental_surgeon.n.01
subordinate	train	endodontist.n.01
subordinate	train	exodontist.n.01
subordinate	train	orthodontist.n.01
subordinate	train	pedodontist.n.01
subordinate	train	periodontist.n.01
subordinate	train	prosthodontist.n.01
subordinate	train	doctor.n.01
subordinate	train	abortionist.n.01
subordinate	train	allergist.n.01
subordinate	train	angiologist.n.01
subordinate	train	extern.n.01
subordinate	train	gastroenterologist.n.01
subordinate	train	general_practitioner.n.01
subordinate	train	country_doctor.n.01
subordinate	train	family_doctor.n.01
subordinate	train	hakim.n.02
subordinate	train	house_physician.n.01
subordinate	train	intern.n.01
subordinate	train	primary_care_physician.n.01
subordinate	train	quack.n.01
subordinate	train	specialist.n.02
subordinate	train	anesthesiologist.n.01
subordinate	train	baby_doctor.n.01
subordinate	train	cardiologist.n.01
subordinate	train	chiropodist.n.01
subordinate	train	dermatologist.n.01
subordinate	train	diagnostician.n.01
subordinate	train	etiologist.n.01
subordinate	train	diplomate.n.01
subordinate	train	ear_doctor.n.01
subordinate	train	embryologist.n.01
subordinate	train	endocrinologist.n.01
subordinate	train	ent_man.n.01
subordinate	train	gerontologist.n.01
subordinate	train	gynecologist.n.01
subordinate	train	hematologist.n.01
subordinate	train	hygienist.n.01
subordinate	train	internist.n.01
subordinate	train	neurologist.n.01
subordinate	train	obstetrician.n.01
subordinate	train	perinatologist.n.01
subordinate	train	oncologist.n.01
subordinate	train	ophthalmologist.n.01
subordinate	train	orthopedist.n.01
subordinate	train	orthoptist.n.01
subordinate	train	proctologist.n.01
subordinate	train	psychiatrist.n.01
subordinate	train	alienist.n.01
subordinate	train	analyst.n.03
subordinate	train	radiographer.n.01
subordinate	train	radiologist.n.01
subordinate	train	rheumatologist.n.01
subordinate	train	urologist.n.01
subordinate	train	surgeon.n.01
subordinate	train	amputator.n.01
subordinate	train	cosmetic_surgeon.n.01
subordinate	train	neurosurgeon.n.01
subordinate	train	veterinarian.n.01
subordinate	train	horse_doctor.n.01
subordinate	train	inoculator.n.01
subordinate	train	medical_officer.n.01
subordinate	train	flight_surgeon.n.01
subordinate	train	surgeon_general.n.02
subordinate	train	nurse.n.01
subordinate	train	foster-nurse.n.01
subordinate	train	graduate_nurse.n.01
subordinate	train	head_nurse.n.01
subordinate	train	licensed_practical_nurse.n.01
subordinate	train	matron.n.03
subordinate	train	midwife.n.01
subordinate	train	probationer.n.01
subordinate	train	registered_nurse.n.01
subordinate	train	nurse_practitioner.n.01
subordinate	train	nurse-midwife.n.01
subordinate	train	scrub_nurse.n.01
subordinate	train	visiting_nurse.n.01
subordinate	train	pharmacist.n.01
subordinate	train	pharmacologist.n.01
subordinate	train	lawyer.n.01
subordinate	train	advocate.n.02
subordinate	train	ambulance_chaser.n.01
subordinate	train	barrister.n.01
subordinate	train	counsel_to_the_crown.n.01
subordinate	train	king's_counsel.n.01
subordinate	train	queen's_counsel.n.01
subordinate	train	serjeant-at-law.n.01
subordinate	train	conveyancer.n.01
subordinate	train	defense_attorney.n.01
subordinate	train	divorce_lawyer.n.01
subordinate	train	prosecutor.n.01
subordinate	train	district_attorney.n.01
subordinate	train	state's_attorney.n.01
subordinate	train	public_defender.n.01
subordinate	train	referee.n.03
subordinate	train	solicitor.n.02
subordinate	train	law_agent.n.01
subordinate	train	trial_attorney.n.01
subordinate	train	librarian.n.01
subordinate	train	cataloger.n.01
subordinate	train	practitioner.n.01
subordinate	train	clinician.n.01
subordinate	train	gongorist.n.01
subordinate	train	homeopath.n.01
subordinate	train	publisher.n.02
subordinate	train	yuppie.n.01
subordinate	train	sobersides.n.01
subordinate	train	sophisticate.n.01
subordinate	train	cosmopolitan.n.01
subordinate	train	globetrotter.n.01
subordinate	train	slicker.n.02
subordinate	train	city_slicker.n.01
subordinate	train	stay-at-home.n.01
subordinate	train	stoic.n.02
subordinate	train	thoroughbred.n.01
subordinate	train	woman.n.01
subordinate	train	amazon.n.01
subordinate	train	bachelor_girl.n.01
subordinate	train	baggage.n.02
subordinate	train	ball-buster.n.01
subordinate	train	b-girl.n.01
subordinate	train	black_woman.n.01
subordinate	train	bluestocking.n.01
subordinate	train	bridesmaid.n.01
subordinate	train	broad.n.01
subordinate	train	cat.n.03
subordinate	train	cinderella.n.01
subordinate	train	coquette.n.01
subordinate	train	dame.n.02
subordinate	train	grande_dame.n.01
subordinate	train	madame.n.01
subordinate	train	debutante.n.01
subordinate	train	divorcee.n.01
subordinate	train	dominatrix.n.01
subordinate	train	donna.n.01
subordinate	train	enchantress.n.01
subordinate	train	ex-wife.n.01
subordinate	train	eyeful.n.01
subordinate	train	geisha.n.01
subordinate	train	girl.n.01
subordinate	train	baby.n.05
subordinate	train	belle.n.01
subordinate	train	bimbo.n.01
subordinate	train	chachka.n.01
subordinate	train	chit.n.01
subordinate	train	colleen.n.01
subordinate	train	dame.n.01
subordinate	train	flapper.n.01
subordinate	train	gal.n.03
subordinate	train	gamine.n.02
subordinate	train	gibson_girl.n.01
subordinate	train	lass.n.01
subordinate	train	bobbysoxer.n.01
subordinate	train	lolita.n.01
subordinate	train	maid.n.02
subordinate	train	damsel.n.01
subordinate	train	may_queen.n.01
subordinate	train	mill-girl.n.01
subordinate	train	party_girl.n.01
subordinate	train	peri.n.01
subordinate	train	ring_girl.n.01
subordinate	train	rosebud.n.02
subordinate	train	sex_kitten.n.01
subordinate	train	shop_girl.n.01
subordinate	train	soubrette.n.01
subordinate	train	sweater_girl.n.01
subordinate	train	tomboy.n.01
subordinate	train	valley_girl.n.01
subordinate	train	working_girl.n.01
subordinate	train	girl.n.05
subordinate	train	girlfriend.n.01
subordinate	train	girlfriend.n.02
subordinate	train	gold_digger.n.02
subordinate	train	gravida.n.02
subordinate	train	primigravida.n.01
subordinate	train	secundigravida.n.01
subordinate	train	tertigravida.n.01
subordinate	train	heroine.n.02
subordinate	train	inamorata.n.01
subordinate	train	jezebel.n.02
subordinate	train	jilt.n.01
subordinate	train	lady.n.01
subordinate	train	begum.n.01
subordinate	train	maenad.n.01
subordinate	train	maenad.n.02
subordinate	train	matriarch.n.01
subordinate	train	matriarch.n.02
subordinate	train	matron.n.03
subordinate	train	mestiza.n.01
subordinate	train	mistress.n.01
subordinate	train	concubine.n.01
subordinate	train	odalisque.n.01
subordinate	train	mother_figure.n.01
subordinate	train	nanny.n.01
subordinate	train	dry_nurse.n.01
subordinate	train	mammy.n.01
subordinate	train	wet_nurse.n.01
subordinate	train	nullipara.n.01
subordinate	train	nymph.n.03
subordinate	train	nymphet.n.01
subordinate	train	old_woman.n.01
subordinate	train	beldam.n.02
subordinate	train	granny.n.02
subordinate	train	hag.n.01
subordinate	train	mother.n.03
subordinate	train	prostitute.n.01
subordinate	train	call_girl.n.01
subordinate	train	camp_follower.n.01
subordinate	train	comfort_woman.n.01
subordinate	train	demimondaine.n.01
subordinate	train	streetwalker.n.01
subordinate	train	white_slave.n.01
subordinate	train	shiksa.n.01
subordinate	train	smasher.n.02
subordinate	train	sylph.n.01
subordinate	train	unmarried_woman.n.01
subordinate	train	signorina.n.01
subordinate	train	spinster.n.01
subordinate	train	vestal.n.01
subordinate	train	wac.n.01
subordinate	train	wave.n.09
subordinate	train	white_woman.n.01
subordinate	train	widow.n.01
subordinate	train	dowager.n.01
subordinate	train	war_widow.n.01
subordinate	train	wife.n.01
subordinate	train	battle-ax.n.02
subordinate	train	crown_princess.n.01
subordinate	train	first_lady.n.02
subordinate	train	golf_widow.n.01
subordinate	train	honest_woman.n.01
subordinate	train	housewife.n.01
subordinate	train	marchioness.n.01
subordinate	train	matron.n.01
subordinate	train	mayoress.n.01
subordinate	train	missus.n.01
subordinate	train	old_lady.n.01
subordinate	train	sheika.n.01
subordinate	train	signora.n.01
subordinate	train	trophy_wife.n.01
subordinate	train	uxor.n.01
subordinate	train	vicereine.n.01
subordinate	train	viscountess.n.01
subordinate	train	wonder_woman.n.01
subordinate	train	yellow_woman.n.01
subordinate	train	adventurer.n.01
subordinate	train	adventuress.n.01
subordinate	train	argonaut.n.01
subordinate	train	cowboy.n.03
subordinate	train	daredevil.n.01
subordinate	train	tearaway.n.01
subordinate	train	gambler.n.02
subordinate	train	hotspur.n.02
subordinate	train	mercenary.n.01
subordinate	train	ninja.n.01
subordinate	train	mountaineer.n.01
subordinate	train	alpinist.n.01
subordinate	train	speculator.n.02
subordinate	train	hedger.n.02
subordinate	train	operator.n.05
subordinate	train	scalper.n.01
subordinate	train	tout.n.01
subordinate	train	venture_capitalist.n.01
subordinate	train	adversary.n.01
subordinate	train	dueler.n.01
subordinate	train	enemy.n.02
subordinate	train	besieger.n.01
subordinate	train	luddite.n.01
subordinate	train	withstander.n.01
subordinate	train	advisee.n.01
subordinate	train	advocate.n.01
subordinate	train	apologist.n.01
subordinate	train	constitutionalist.n.01
subordinate	train	darwinian.n.01
subordinate	train	democrat.n.02
subordinate	train	federalist.n.02
subordinate	train	gnostic.n.01
subordinate	train	humanist.n.02
subordinate	train	ideologist.n.01
subordinate	train	internationalist.n.01
subordinate	train	irredentist.n.01
subordinate	train	isolationist.n.01
subordinate	train	jansenist.n.01
subordinate	train	libertarian.n.01
subordinate	train	civil_libertarian.n.01
subordinate	train	economic_libertarian.n.01
subordinate	train	maoist.n.01
subordinate	train	marxist.n.01
subordinate	train	nationalist.n.02
subordinate	train	nationalist_leader.n.01
subordinate	train	american_revolutionary_leader.n.01
subordinate	train	neoclassicist.n.01
subordinate	train	neutralist.n.01
subordinate	train	nullifier.n.01
subordinate	train	partisan.n.01
subordinate	train	bigot.n.01
subordinate	train	antifeminist.n.01
subordinate	train	male_chauvinist.n.01
subordinate	train	chauvinist.n.01
subordinate	train	homophobe.n.01
subordinate	train	racist.n.01
subordinate	train	sectarian.n.01
subordinate	train	segregator.n.01
subordinate	train	dogmatist.n.01
subordinate	train	partitionist.n.01
subordinate	train	platonist.n.01
subordinate	train	presenter.n.02
subordinate	train	pro-lifer.n.01
subordinate	train	protectionist.n.01
subordinate	train	republican.n.02
subordinate	train	ritualist.n.01
subordinate	train	ruralist.n.01
subordinate	train	secessionist.n.01
subordinate	train	secularist.n.01
subordinate	train	separatist.n.01
subordinate	train	white_separatist.n.01
subordinate	train	spokesperson.n.01
subordinate	train	ambassador.n.02
subordinate	train	flak_catcher.n.01
subordinate	train	mouthpiece.n.03
subordinate	train	spokesman.n.01
subordinate	train	spokeswoman.n.01
subordinate	train	traveling_salesman.n.01
subordinate	train	tallyman.n.01
subordinate	train	suffragist.n.01
subordinate	train	suffragette.n.01
subordinate	train	supporter.n.01
subordinate	train	anglophile.n.01
subordinate	train	believer.n.01
subordinate	train	abiogenist.n.01
subordinate	train	apostle.n.01
subordinate	train	colonialist.n.01
subordinate	train	confucian.n.01
subordinate	train	evolutionist.n.01
subordinate	train	imperialist.n.01
subordinate	train	malthusian.n.01
subordinate	train	vitalist.n.01
subordinate	train	boswell.n.02
subordinate	train	cheerleader.n.01
subordinate	train	confederate.n.01
subordinate	train	confederate_soldier.n.01
subordinate	train	bushwhacker.n.02
subordinate	train	rebel.n.01
subordinate	train	corporatist.n.01
subordinate	train	enthusiast.n.01
subordinate	train	addict.n.01
subordinate	train	gym_rat.n.01
subordinate	train	backslapper.n.01
subordinate	train	balletomane.n.01
subordinate	train	fanatic.n.01
subordinate	train	gadgeteer.n.01
subordinate	train	shutterbug.n.01
subordinate	train	sports_fan.n.01
subordinate	train	aficionado.n.01
subordinate	train	railbird.n.01
subordinate	train	francophile.n.01
subordinate	train	free_trader.n.01
subordinate	train	functionalist.n.01
subordinate	train	jacobite.n.01
subordinate	train	loyalist.n.01
subordinate	train	new_dealer.n.01
subordinate	train	philhellene.n.01
subordinate	train	pillar.n.03
subordinate	train	roundhead.n.02
subordinate	train	seconder.n.01
subordinate	train	shavian.n.01
subordinate	train	subscriber.n.01
subordinate	train	sympathizer.n.02
subordinate	train	bleeding_heart.n.02
subordinate	train	fellow_traveler.n.01
subordinate	train	toaster.n.01
subordinate	train	upholder.n.01
subordinate	train	voucher.n.01
subordinate	train	whig.n.02
subordinate	train	supremacist.n.01
subordinate	train	white_supremacist.n.01
subordinate	train	klansman.n.01
subordinate	train	teleologist.n.01
subordinate	train	thatcherite.n.01
subordinate	train	unilateralist.n.01
subordinate	train	affiant.n.01
subordinate	train	african.n.01
subordinate	train	algerian.n.01
subordinate	train	angolan.n.01
subordinate	train	angolese.n.01
subordinate	train	bantu.n.01
subordinate	train	herero.n.01
subordinate	train	hutu.n.01
subordinate	train	luba.n.01
subordinate	train	shona.n.01
subordinate	train	sotho.n.01
subordinate	train	tswana.n.01
subordinate	train	tutsi.n.01
subordinate	train	basotho.n.01
subordinate	train	beninese.n.01
subordinate	train	berber.n.01
subordinate	train	almoravid.n.01
subordinate	train	riff.n.01
subordinate	train	black_african.n.01
subordinate	train	kaffir.n.02
subordinate	train	burundian.n.01
subordinate	train	cameroonian.n.01
subordinate	train	carthaginian.n.01
subordinate	train	chadian.n.01
subordinate	train	chewa.n.01
subordinate	train	congolese.n.01
subordinate	train	djiboutian.n.01
subordinate	train	egyptian.n.01
subordinate	train	cairene.n.01
subordinate	train	copt.n.01
subordinate	train	nubian.n.01
subordinate	train	theban.n.01
subordinate	train	ethiopian.n.01
subordinate	train	amhara.n.01
subordinate	train	eritrean.n.01
subordinate	train	eurafrican.n.01
subordinate	train	ewe.n.01
subordinate	train	fulani.n.01
subordinate	train	gabonese.n.01
subordinate	train	gambian.n.01
subordinate	train	ghanian.n.01
subordinate	train	guinean.n.01
subordinate	train	kenyan.n.01
subordinate	train	liberian.n.01
subordinate	train	libyan.n.01
subordinate	train	madagascan.n.01
subordinate	train	malawian.n.01
subordinate	train	malian.n.01
subordinate	train	mauritanian.n.01
subordinate	train	moroccan.n.01
subordinate	train	mozambican.n.01
subordinate	train	namibian.n.01
subordinate	train	nigerian.n.01
subordinate	train	edo.n.01
subordinate	train	hausa.n.01
subordinate	train	igbo.n.01
subordinate	train	yoruba.n.01
subordinate	train	nigerien.n.01
subordinate	train	rwandan.n.01
subordinate	train	senegalese.n.01
subordinate	train	sierra_leonean.n.01
subordinate	train	somalian.n.01
subordinate	train	south_african.n.01
subordinate	train	afrikaner.n.01
subordinate	train	sudanese.n.01
subordinate	train	swazi.n.01
subordinate	train	tanzanian.n.01
subordinate	train	togolese.n.01
subordinate	train	tuareg.n.01
subordinate	train	tunisian.n.01
subordinate	train	ugandan.n.01
subordinate	train	xhosa.n.01
subordinate	train	zairese.n.01
subordinate	train	zambian.n.01
subordinate	train	zimbabwean.n.01
subordinate	train	zulu.n.01
subordinate	train	agnostic.n.01
subordinate	train	amateur.n.01
subordinate	train	bird_watcher.n.02
subordinate	train	dabbler.n.01
subordinate	train	hobbyist.n.01
subordinate	train	amerindian.n.01
subordinate	train	arawak.n.01
subordinate	train	carib.n.01
subordinate	train	indian.n.01
subordinate	train	aleut.n.01
subordinate	train	algonquian.n.01
subordinate	train	abnaki.n.01
subordinate	train	algonkian.n.01
subordinate	train	arapaho.n.01
subordinate	train	blackfoot.n.01
subordinate	train	cheyenne.n.03
subordinate	train	conoy.n.01
subordinate	train	cree.n.01
subordinate	train	delaware.n.02
subordinate	train	fox.n.06
subordinate	train	illinois.n.02
subordinate	train	kickapoo.n.01
subordinate	train	malecite.n.01
subordinate	train	massachuset.n.02
subordinate	train	menomini.n.01
subordinate	train	miami.n.01
